pokemon_item,set,ungraded,grade_nine,grade_ten,date(D/M/Y)
Larvitar [Reverse Holo] #89,pokemon-aquapolis,14.99,50.00,430.03,06/07/2024
Mareep [Reverse Holo] #93,pokemon-aquapolis,8.15,44.00,171.51,06/07/2024
Miltank [Reverse Holo] #94,pokemon-aquapolis,8.21,74.99,250.07,06/07/2024
Nidoran [Reverse Holo] #96,pokemon-aquapolis,13.67,38.81,164.97,06/07/2024
Porygon [Reverse Holo] #103b,pokemon-aquapolis,10.73,44.00,140.60,06/07/2024
Remoraid [Reverse Holo] #105,pokemon-aquapolis,6.67,17.29,71.00,06/07/2024
Fighting Cube 01 [Reverse Holo] #121,pokemon-aquapolis,3.26,17.25,26.00,06/07/2024
Juggler [Reverse Holo] #126,pokemon-aquapolis,7.43,20.77,77.02,06/07/2024
Seer [Reverse Holo] #133,pokemon-aquapolis,4.80,27.01,41.00,06/07/2024
Undersea Ruins [Reverse Holo] #138,pokemon-aquapolis,8.51,44.38,70.00,06/07/2024
Dodrio [Reverse Holo] #46,pokemon-aquapolis,8.99,29.00,270.08,06/07/2024
Goldeen #78,pokemon-aquapolis,2.67,14.48,50.86,06/07/2024
Goldeen [Reverse Holo] #78,pokemon-aquapolis,7.35,32.04,228.57,06/07/2024
Lickitung [Reverse Holo] #90,pokemon-aquapolis,17.99,46.86,510.34,06/07/2024
Mankey [Reverse Holo] #92,pokemon-aquapolis,13.00,38.23,97.00,06/07/2024
Oddish [Reverse Holo] #97,pokemon-aquapolis,12.42,47.44,371.11,06/07/2024
Pinsir [Reverse Holo] #101,pokemon-aquapolis,9.96,38.73,235.42,06/07/2024
Ponyta [Reverse Holo] #102,pokemon-aquapolis,7.95,34.99,140.69,06/07/2024
Tangela [Reverse Holo] #112,pokemon-aquapolis,12.08,49.49,168.09,06/07/2024
Voltorb #115,pokemon-aquapolis,2.48,20.00,22.13,06/07/2024
Fighting Cube 01 #121,pokemon-aquapolis,1.95,39.99,89.95,06/07/2024
Grass Cube 01 #124,pokemon-aquapolis,4.67,11.00,28.25,06/07/2024
Healing Berry #125,pokemon-aquapolis,2.49,29.27,39.99,06/07/2024
Lightning Cube 01 #127,pokemon-aquapolis,2.37,18.74,19.99,06/07/2024
Lightning Cube 01 [Reverse Holo] #127,pokemon-aquapolis,3.50,22.99,70.00,06/07/2024
Memory Berry [Reverse Holo] #128,pokemon-aquapolis,7.13,20.75,32.00,06/07/2024
Metal Cube 01 #129,pokemon-aquapolis,1.97,25.72,82.67,06/07/2024
Water Cube 01 [Reverse Holo] #140,pokemon-aquapolis,4.60,11.16,152.82,06/07/2024
Weakness Guard #141,pokemon-aquapolis,4.25,13.11,38.28,06/07/2024
Skiploom [Reverse Holo] #60,pokemon-aquapolis,7.87,37.00,62.03,06/07/2024
Spinarak #62,pokemon-aquapolis,3.99,15.76,30.00,06/07/2024
Voltorb [Reverse Holo] #64,pokemon-aquapolis,8.02,40.91,251.82,06/07/2024
Weepinbell #65,pokemon-aquapolis,3.88,19.00,134.53,06/07/2024
Exeggcute [Reverse Holo] #76,pokemon-aquapolis,7.00,30.99,217.13,06/07/2024
Oddish #97,pokemon-aquapolis,3.83,27.26,78.46,06/07/2024
Porygon #103b,pokemon-aquapolis,2.60,13.48,54.39,06/07/2024
Fire Cube 01 [Reverse Holo] #122,pokemon-aquapolis,3.56,21.99,53.00,06/07/2024
Psychic Cube 01 #132,pokemon-aquapolis,2.25,12.52,40.94,06/07/2024
Aipom [Reverse Holo] #67,pokemon-aquapolis,10.97,18.18,78.00,06/07/2024
Doduo #73,pokemon-aquapolis,2.05,22.04,27.40,06/07/2024
Darkness Cube 01 [Reverse Holo] #119,pokemon-aquapolis,5.23,20.50,169.72,06/07/2024
Grass Cube 01 [Reverse Holo] #124,pokemon-aquapolis,3.48,34.00,123.05,06/07/2024
Healing Berry [Reverse Holo] #125,pokemon-aquapolis,7.40,21.50,69.00,06/07/2024
Memory Berry #128,pokemon-aquapolis,2.27,29.38,52.00,06/07/2024
Metal Cube 01 [Reverse Holo] #129,pokemon-aquapolis,4.43,15.50,150.59,06/07/2024
Psychic Cube 01 [Reverse Holo] #132,pokemon-aquapolis,4.09,16.55,138.39,06/07/2024
Traveling Salesman #137,pokemon-aquapolis,2.26,29.00,30.00,06/07/2024
Weakness Guard [Reverse Holo] #141,pokemon-aquapolis,11.67,110.75,133.00,06/07/2024
Chinchou #71,pokemon-aquapolis,2.99,16.50,83.00,06/07/2024
Hoppip [Reverse Holo] #83,pokemon-aquapolis,5.99,17.34,97.99,06/07/2024
Kingdra [Reverse Holo] #148,pokemon-aquapolis,N/A,N/A,N/A,06/07/2024
Nidoking [Reverse Holo] #150,pokemon-aquapolis,N/A,N/A,N/A,06/07/2024
Charizard #6,pokemon-2000-topps-chrome,100.00,221.75,689.75,06/07/2024
Dragonite #149,pokemon-2000-topps-chrome,55.68,112.50,249.99,06/07/2024
Arcanine [Sparkle] #59,pokemon-2000-topps-chrome,450.00,525.00,N/A,06/07/2024
Charizard [Sparkle] #6,pokemon-2000-topps-chrome,012.50,786.00,750.00,06/07/2024
Bulbasaur [Sparkle] #1,pokemon-2000-topps-chrome,17.99,N/A,550.00,06/07/2024
Mew [Spectra] #151,pokemon-2000-topps-chrome,284.00,N/A,250.00,06/07/2024
Pikachu [Tekno] #25,pokemon-2000-topps-chrome,100.01,N/A,N/A,06/07/2024
Blastoise #9,pokemon-2000-topps-chrome,28.86,39.33,204.77,06/07/2024
Primeape [Sparkle] #57,pokemon-2000-topps-chrome,80.44,136.00,336.50,06/07/2024
Pikachu [Sparkle] #25,pokemon-2000-topps-chrome,482.33,575.00,N/A,06/07/2024
Dragonite [Spectra] #149,pokemon-2000-topps-chrome,150.00,251.31,465.00,06/07/2024
Abra #63,pokemon-2000-topps-chrome,14.93,22.00,53.00,06/07/2024
Charizard [Tekno] #6,pokemon-2000-topps-chrome,353.25,000.00,000.00,06/07/2024
Eevee #133,pokemon-2000-topps-chrome,46.02,146.95,176.00,06/07/2024
Snorlax #143,pokemon-2000-topps-chrome,44.00,118.35,365.74,06/07/2024
Articuno #144,pokemon-2000-topps-chrome,41.70,82.00,114.00,06/07/2024
Charmander [Tekno] #4,pokemon-2000-topps-chrome,239.79,677.29,N/A,06/07/2024
Blastoise [Tekno] #9,pokemon-2000-topps-chrome,200.00,453.75,N/A,06/07/2024
Pikachu #25,pokemon-2000-topps-chrome,25.75,65.65,157.87,06/07/2024
Gyarados [Sparkle] #130,pokemon-2000-topps-chrome,969.00,N/A,N/A,06/07/2024
Gengar #94,pokemon-2000-topps-chrome,43.00,122.64,400.00,06/07/2024
Mewtwo [Tekno] #150,pokemon-2000-topps-chrome,N/A,N/A,N/A,06/07/2024
Charizard [Spectra] #6,pokemon-2000-topps-chrome,421.97,560.00,358.30,06/07/2024
Mewtwo [Spectra] #150,pokemon-2000-topps-chrome,320.00,N/A,951.00,06/07/2024
Venusaur [Tekno] #3,pokemon-2000-topps-chrome,083.58,227.10,794.00,06/07/2024
Kadabra [Sparkle] #64,pokemon-2000-topps-chrome,129.50,230.50,568.08,06/07/2024
Ditto #132,pokemon-2000-topps-chrome,20.00,54.00,88.73,06/07/2024
Gyarados [Spectra] #130,pokemon-2000-topps-chrome,76.50,385.00,430.88,06/07/2024
Lapras #131,pokemon-2000-topps-chrome,23.22,84.00,105.48,06/07/2024
Meowth [Sparkle] #52,pokemon-2000-topps-chrome,225.00,299.99,470.00,06/07/2024
Eevee [Spectra] #133,pokemon-2000-topps-chrome,100.00,136.15,N/A,06/07/2024
Beedrill #15,pokemon-2000-topps-chrome,8.12,15.70,42.51,06/07/2024
Kadabra #64,pokemon-2000-topps-chrome,4.99,28.00,62.50,06/07/2024
Squirtle #7,pokemon-2000-topps-chrome,17.19,29.99,88.72,06/07/2024
Jolteon #135,pokemon-2000-topps-chrome,37.13,68.73,134.42,06/07/2024
Kakuna [Sparkle] #14,pokemon-2000-topps-chrome,379.99,237.75,380.00,06/07/2024
Haunter #93,pokemon-2000-topps-chrome,24.62,79.14,103.09,06/07/2024
Nidoqueen #31,pokemon-2000-topps-chrome,7.48,20.50,43.00,06/07/2024
Persian #53,pokemon-2000-topps-chrome,5.25,27.84,36.94,06/07/2024
Haunter [Spectra] #93,pokemon-2000-topps-chrome,75.00,162.50,333.07,06/07/2024
Vaporeon #134,pokemon-2000-topps-chrome,27.50,83.37,127.00,06/07/2024
Nidoking #34,pokemon-2000-topps-chrome,11.72,29.00,59.97,06/07/2024
Blastoise [Spectra] #9,pokemon-2000-topps-chrome,113.02,214.85,475.00,06/07/2024
Pikachu [Spectra] #25,pokemon-2000-topps-chrome,60.72,221.01,646.89,06/07/2024
Venusaur #3,pokemon-2000-topps-chrome,16.56,43.72,141.90,06/07/2024
Poliwhirl [Sparkle] #61,pokemon-2000-topps-chrome,99.99,193.50,340.00,06/07/2024
Cubone #104,pokemon-2000-topps-chrome,12.45,48.01,165.32,06/07/2024
Charmeleon [Sparkle] #5,pokemon-2000-topps-chrome,277.30,995.00,691.00,06/07/2024
Moltres #146,pokemon-2000-topps-chrome,33.57,90.00,129.81,06/07/2024
Dragonair #148,pokemon-2000-topps-chrome,22.00,56.94,100.00,06/07/2024
Mew [Sparkle] #151,pokemon-2000-topps-chrome,700.00,N/A,N/A,06/07/2024
Arcanine #59,pokemon-2000-topps-chrome,21.81,34.99,123.32,06/07/2024
Gengar [Spectra] #94,pokemon-2000-topps-chrome,181.15,135.00,600.00,06/07/2024
Growlithe #58,pokemon-2000-topps-chrome,11.24,20.50,67.25,06/07/2024
Dragonite [Tekno] #149,pokemon-2000-topps-chrome,765.20,432.00,N/A,06/07/2024
Aerodactyl #142,pokemon-2000-topps-chrome,20.00,45.00,91.01,06/07/2024
Venusaur [Spectra] #3,pokemon-2000-topps-chrome,49.50,76.20,287.00,06/07/2024
Charmander #4,pokemon-2000-topps-chrome,17.65,57.00,149.99,06/07/2024
Alakazam [Sparkle] #65,pokemon-2000-topps-chrome,251.35,515.00,819.35,06/07/2024
Ninetales #38,pokemon-2000-topps-chrome,14.99,30.53,90.00,06/07/2024
Arcanine [Tekno] #59,pokemon-2000-topps-chrome,355.00,N/A,669.69,06/07/2024
Dratini #147,pokemon-2000-topps-chrome,29.99,47.09,50.75,06/07/2024
Clefable #36,pokemon-2000-topps-chrome,8.74,28.00,37.93,06/07/2024
Alakazam #65,pokemon-2000-topps-chrome,12.43,45.00,101.66,06/07/2024
Gastly #92,pokemon-2000-topps-chrome,25.08,40.00,69.10,06/07/2024
Chansey #113,pokemon-2000-topps-chrome,14.58,37.47,58.17,06/07/2024
Zapdos #145,pokemon-2000-topps-chrome,34.91,48.00,126.25,06/07/2024
Meowth #52,pokemon-2000-topps-chrome,7.12,18.00,40.00,06/07/2024
Blastoise [Sparkle] #9,pokemon-2000-topps-chrome,415.00,576.79,830.50,06/07/2024
Snorlax [Spectra] #143,pokemon-2000-topps-chrome,000.00,500.00,999.00,06/07/2024
Ninetales [Spectra] #38,pokemon-2000-topps-chrome,40.99,61.00,N/A,06/07/2024
Ponyta #77,pokemon-2000-topps-chrome,9.99,29.00,43.33,06/07/2024
Mew #151,pokemon-2000-topps-chrome,59.99,110.91,212.58,06/07/2024
Arcanine [Spectra] #59,pokemon-2000-topps-chrome,34.99,269.65,324.00,06/07/2024
Tangela #114,pokemon-2000-topps-chrome,13.14,53.01,54.86,06/07/2024
Flareon [Sparkle] #136,pokemon-2000-topps-chrome,200.00,047.50,N/A,06/07/2024
Zapdos [Sparkle] #145,pokemon-2000-topps-chrome,400.00,N/A,N/A,06/07/2024
Dragonite [Sparkle] #149,pokemon-2000-topps-chrome,N/A,N/A,N/A,06/07/2024
Vileplume #45,pokemon-2000-topps-chrome,8.63,17.19,44.21,06/07/2024
Spearow [Sparkle] #21,pokemon-2000-topps-chrome,112.50,10.50,280.12,06/07/2024
Dewgong #87,pokemon-2000-topps-chrome,19.99,36.56,59.91,06/07/2024
Electrode #101,pokemon-2000-topps-chrome,16.24,38.14,46.60,06/07/2024
Mewtwo #150,pokemon-2000-topps-chrome,76.76,103.00,299.50,06/07/2024
Ivysaur #2,pokemon-2000-topps-chrome,10.83,25.00,46.98,06/07/2024
Persian [Spectra] #53,pokemon-2000-topps-chrome,25.38,47.00,107.31,06/07/2024
Wartortle #8,pokemon-2000-topps-chrome,13.00,31.09,71.61,06/07/2024
Charmeleon #5,pokemon-2000-topps-chrome,17.56,25.24,98.49,06/07/2024
Rapidash #78,pokemon-2000-topps-chrome,12.00,20.00,73.75,06/07/2024
Koffing #109,pokemon-2000-topps-chrome,15.00,31.13,69.67,06/07/2024
Seadra #117,pokemon-2000-topps-chrome,8.00,44.62,54.00,06/07/2024
Scyther #123,pokemon-2000-topps-chrome,38.50,80.92,155.22,06/07/2024
Pidgeot #18,pokemon-2000-topps-chrome,7.38,24.99,37.28,06/07/2024
Raichu #26,pokemon-2000-topps-chrome,12.50,39.00,71.66,06/07/2024
Alakazam [Tekno] #65,pokemon-2000-topps-chrome,336.00,695.00,N/A,06/07/2024
Bulbasaur [Spectra] #1,pokemon-2000-topps-chrome,47.43,145.00,165.27,06/07/2024
Machamp #68,pokemon-2000-topps-chrome,12.25,30.00,92.09,06/07/2024
Weepinbell [Tekno] #70,pokemon-2000-topps-chrome,81.00,220.00,396.08,06/07/2024
Cubone [Sparkle] #104,pokemon-2000-topps-chrome,320.69,N/A,458.00,06/07/2024
Flareon #136,pokemon-2000-topps-chrome,45.83,87.92,223.26,06/07/2024
Machoke #67,pokemon-2000-topps-chrome,9.50,20.55,47.30,06/07/2024
Machamp [Sparkle] #68,pokemon-2000-topps-chrome,94.32,N/A,094.69,06/07/2024
Squirtle [Sparkle] #7,pokemon-2000-topps-chrome,320.36,745.00,315.00,06/07/2024
Kangaskhan #115,pokemon-2000-topps-chrome,19.99,37.89,70.24,06/07/2024
Pidgeotto #17,pokemon-2000-topps-chrome,6.65,23.25,37.89,06/07/2024
Sandshrew #27,pokemon-2000-topps-chrome,5.41,25.00,63.94,06/07/2024
Golduck #55,pokemon-2000-topps-chrome,5.66,33.00,48.99,06/07/2024
Magikarp [Sparkle] #129,pokemon-2000-topps-chrome,940.00,N/A,N/A,06/07/2024
Charmander [Sparkle] #4,pokemon-2000-topps-chrome,212.51,N/A,000.00,06/07/2024
Bulbasaur #1,pokemon-2000-topps-chrome,18.17,23.00,102.50,06/07/2024
Magikarp #129,pokemon-2000-topps-chrome,35.00,65.00,139.58,06/07/2024
Gyarados #130,pokemon-2000-topps-chrome,44.37,90.00,213.35,06/07/2024
Aerodactyl [Tekno] #142,pokemon-2000-topps-chrome,400.00,N/A,N/A,06/07/2024
Articuno [Spectra] #144,pokemon-2000-topps-chrome,71.12,137.50,892.76,06/07/2024
Raticate #20,pokemon-2000-topps-chrome,5.25,29.37,35.00,06/07/2024
Venusaur [Sparkle] #3,pokemon-2000-topps-chrome,142.01,622.00,813.67,06/07/2024
Machamp [Spectra] #68,pokemon-2000-topps-chrome,49.30,110.98,130.32,06/07/2024
Butterfree #12,pokemon-2000-topps-chrome,9.49,26.00,49.88,06/07/2024
Vulpix #37,pokemon-2000-topps-chrome,9.72,24.44,61.97,06/07/2024
Vulpix [Tekno] #37,pokemon-2000-topps-chrome,850.00,229.99,504.00,06/07/2024
Charmander [Spectra] #4,pokemon-2000-topps-chrome,41.00,87.75,266.20,06/07/2024
Growlithe [Tekno] #58,pokemon-2000-topps-chrome,162.35,374.99,499.00,06/07/2024
Victreebel #71,pokemon-2000-topps-chrome,7.93,27.00,45.00,06/07/2024
Psyduck #54,pokemon-2000-topps-chrome,9.98,34.49,98.07,06/07/2024
Alakazam [Spectra] #65,pokemon-2000-topps-chrome,36.42,75.65,162.44,06/07/2024
Snorlax [Tekno] #143,pokemon-2000-topps-chrome,000.00,N/A,N/A,06/07/2024
Ninetales [Sparkle] #38,pokemon-2000-topps-chrome,158.50,375.03,949.00,06/07/2024
Meowth [Spectra] #52,pokemon-2000-topps-chrome,21.12,56.11,76.00,06/07/2024
Caterpie #10,pokemon-2000-topps-chrome,5.25,19.98,32.50,06/07/2024
Metapod #11,pokemon-2000-topps-chrome,7.99,23.94,37.22,06/07/2024
Magneton #82,pokemon-2000-topps-chrome,8.00,31.35,45.14,06/07/2024
Hypno #97,pokemon-2000-topps-chrome,18.75,22.99,58.99,06/07/2024
Hitmonchan #107,pokemon-2000-topps-chrome,17.49,24.50,65.94,06/07/2024
Beedrill [Tekno] #15,pokemon-2000-topps-chrome,150.50,279.95,427.00,06/07/2024
Raichu [Spectra] #26,pokemon-2000-topps-chrome,51.76,130.00,200.00,06/07/2024
Parasect #47,pokemon-2000-topps-chrome,2.78,21.00,46.98,06/07/2024
Haunter [Tekno] #93,pokemon-2000-topps-chrome,476.00,N/A,404.94,06/07/2024
Mew [Tekno] #151,pokemon-2000-topps-chrome,N/A,N/A,N/A,06/07/2024
Spearow #21,pokemon-2000-topps-chrome,3.01,18.00,29.99,06/07/2024
Sandslash #28,pokemon-2000-topps-chrome,6.00,22.51,36.08,06/07/2024
Onix #95,pokemon-2000-topps-chrome,9.50,37.80,49.78,06/07/2024
Charmeleon [Spectra] #5,pokemon-2000-topps-chrome,70.69,80.00,327.50,06/07/2024
Machoke [Spectra] #67,pokemon-2000-topps-chrome,20.84,32.59,57.50,06/07/2024
Squirtle [Spectra] #7,pokemon-2000-topps-chrome,33.35,72.09,400.00,06/07/2024
Golem #76,pokemon-2000-topps-chrome,6.75,22.00,49.75,06/07/2024
Electabuzz #125,pokemon-2000-topps-chrome,19.54,113.50,136.00,06/07/2024
Raichu [Sparkle] #26,pokemon-2000-topps-chrome,402.50,N/A,968.00,06/07/2024
Poliwrath [Tekno] #62,pokemon-2000-topps-chrome,140.50,N/A,N/A,06/07/2024
Machamp [Tekno] #68,pokemon-2000-topps-chrome,195.32,420.00,N/A,06/07/2024
Porygon #137,pokemon-2000-topps-chrome,23.90,61.52,91.00,06/07/2024
Fearow #22,pokemon-2000-topps-chrome,5.05,16.00,50.25,06/07/2024
Raichu [Tekno] #26,pokemon-2000-topps-chrome,488.74,801.50,859.50,06/07/2024
Venomoth #49,pokemon-2000-topps-chrome,8.78,22.00,42.77,06/07/2024
Graveler #75,pokemon-2000-topps-chrome,5.50,13.57,52.04,06/07/2024
Cloyster #91,pokemon-2000-topps-chrome,15.00,24.57,49.99,06/07/2024
Hitmonlee #106,pokemon-2000-topps-chrome,12.00,44.66,76.00,06/07/2024
Weedle #13,pokemon-2000-topps-chrome,6.07,22.00,46.00,06/07/2024
Jolteon [Tekno] #135,pokemon-2000-topps-chrome,000.00,N/A,500.00,06/07/2024
Moltres [Spectra] #146,pokemon-2000-topps-chrome,26.00,181.96,610.00,06/07/2024
Fearow [Sparkle] #22,pokemon-2000-topps-chrome,113.50,136.00,153.50,06/07/2024
Clefairy #35,pokemon-2000-topps-chrome,9.25,18.50,36.00,06/07/2024
Jigglypuff #39,pokemon-2000-topps-chrome,5.94,28.00,80.80,06/07/2024
Jigglypuff [Spectra] #39,pokemon-2000-topps-chrome,19.95,51.69,141.50,06/07/2024
Psyduck [Spectra] #54,pokemon-2000-topps-chrome,46.21,149.91,225.51,06/07/2024
Squirtle [Tekno] #7,pokemon-2000-topps-chrome,N/A,800.00,N/A,06/07/2024
Marowak #105,pokemon-2000-topps-chrome,17.73,40.47,87.09,06/07/2024
Mewtwo [Sparkle] #150,pokemon-2000-topps-chrome,N/A,N/A,N/A,06/07/2024
Fearow [Spectra] #22,pokemon-2000-topps-chrome,20.60,37.50,79.98,06/07/2024
Meowth [Tekno] #52,pokemon-2000-topps-chrome,150.00,N/A,393.00,06/07/2024
Primeape #57,pokemon-2000-topps-chrome,5.00,15.47,48.30,06/07/2024
Poliwhirl #61,pokemon-2000-topps-chrome,11.89,26.34,43.35,06/07/2024
Weepinbell #70,pokemon-2000-topps-chrome,5.00,25.00,31.68,06/07/2024
Drowzee #96,pokemon-2000-topps-chrome,7.70,34.02,35.07,06/07/2024
Kabutops #141,pokemon-2000-topps-chrome,17.99,42.99,95.27,06/07/2024
Magmar #126,pokemon-2000-topps-chrome,13.95,31.37,61.00,06/07/2024
Vaporeon [Tekno] #134,pokemon-2000-topps-chrome,269.00,N/A,N/A,06/07/2024
Kakuna #14,pokemon-2000-topps-chrome,6.00,21.50,51.32,06/07/2024
Arbok #24,pokemon-2000-topps-chrome,7.61,37.00,49.99,06/07/2024
Abra [Tekno] #63,pokemon-2000-topps-chrome,86.68,190.50,N/A,06/07/2024
Slowpoke [Spectra] #79,pokemon-2000-topps-chrome,325.00,75.00,76.00,06/07/2024
Muk #89,pokemon-2000-topps-chrome,6.41,30.00,52.13,06/07/2024
Staryu #120,pokemon-2000-topps-chrome,9.50,18.75,45.45,06/07/2024
Mr. Mime #122,pokemon-2000-topps-chrome,19.99,34.99,149.99,06/07/2024
Vaporeon [Spectra] #134,pokemon-2000-topps-chrome,80.85,N/A,400.00,06/07/2024
Bellsprout #69,pokemon-2000-topps-chrome,5.92,19.00,39.99,06/07/2024
Geodude #74,pokemon-2000-topps-chrome,7.00,25.00,37.00,06/07/2024
Wartortle [Sparkle] #8,pokemon-2000-topps-chrome,123.10,455.00,N/A,06/07/2024
Wartortle [Spectra] #8,pokemon-2000-topps-chrome,45.50,100.00,211.75,06/07/2024
Nidoking [Spectra] #34,pokemon-2000-topps-chrome,20.29,31.25,201.73,06/07/2024
Poliwrath #62,pokemon-2000-topps-chrome,7.80,27.00,52.22,06/07/2024
Abra [Spectra] #63,pokemon-2000-topps-chrome,20.50,95.00,163.53,06/07/2024
Machoke [Tekno] #67,pokemon-2000-topps-chrome,500.00,193.88,393.00,06/07/2024
Tentacruel #73,pokemon-2000-topps-chrome,5.45,16.75,33.50,06/07/2024
Slowbro #80,pokemon-2000-topps-chrome,19.09,36.91,86.50,06/07/2024
Kingler #99,pokemon-2000-topps-chrome,15.85,31.51,49.45,06/07/2024
Exeggutor #103,pokemon-2000-topps-chrome,15.00,27.22,51.47,06/07/2024
Hitmonlee [Spectra] #106,pokemon-2000-topps-chrome,745.00,N/A,237.11,06/07/2024
Rhydon #112,pokemon-2000-topps-chrome,20.00,22.00,47.47,06/07/2024
Jynx #124,pokemon-2000-topps-chrome,14.99,20.05,59.51,06/07/2024
Nidorino #33,pokemon-2000-topps-chrome,5.00,24.00,47.94,06/07/2024
Gloom #44,pokemon-2000-topps-chrome,7.38,24.27,31.00,06/07/2024
Wartortle [Tekno] #8,pokemon-2000-topps-chrome,178.50,629.04,890.80,06/07/2024
Slowbro [Tekno] #80,pokemon-2000-topps-chrome,384.69,N/A,N/A,06/07/2024
Seadra [Sparkle] #117,pokemon-2000-topps-chrome,175.50,327.01,N/A,06/07/2024
Eevee [Tekno] #133,pokemon-2000-topps-chrome,N/A,325.00,672.43,06/07/2024
Ivysaur [Sparkle] #2,pokemon-2000-topps-chrome,80.00,241.50,898.00,06/07/2024
Ivysaur [Tekno] #2,pokemon-2000-topps-chrome,185.00,449.00,191.00,06/07/2024
Nidoran #29,pokemon-2000-topps-chrome,7.03,14.00,35.88,06/07/2024
Nidoran #32,pokemon-2000-topps-chrome,7.99,20.00,41.13,06/07/2024
Nidoking [Tekno] #34,pokemon-2000-topps-chrome,74.00,N/A,471.48,06/07/2024
Jigglypuff [Sparkle] #39,pokemon-2000-topps-chrome,200.00,172.55,N/A,06/07/2024
Paras #46,pokemon-2000-topps-chrome,4.98,18.00,39.09,06/07/2024
Diglett #50,pokemon-2000-topps-chrome,4.96,49.97,51.63,06/07/2024
Doduo #84,pokemon-2000-topps-chrome,13.86,38.24,44.00,06/07/2024
Voltorb #100,pokemon-2000-topps-chrome,8.00,20.62,51.00,06/07/2024
Electrode [Sparkle] #101,pokemon-2000-topps-chrome,400.00,N/A,887.00,06/07/2024
Weezing #110,pokemon-2000-topps-chrome,5.25,31.89,49.12,06/07/2024
Beedrill [Spectra] #15,pokemon-2000-topps-chrome,24.99,41.60,54.81,06/07/2024
Rattata #19,pokemon-2000-topps-chrome,6.80,14.00,46.59,06/07/2024
Ekans [Sparkle] #23,pokemon-2000-topps-chrome,82.75,N/A,539.00,06/07/2024
Nidoqueen [Sparkle] #31,pokemon-2000-topps-chrome,127.50,219.99,282.50,06/07/2024
Jigglypuff [Tekno] #39,pokemon-2000-topps-chrome,268.06,330.00,N/A,06/07/2024
Diglett [Spectra] #50,pokemon-2000-topps-chrome,22.45,26.00,249.99,06/07/2024
Golduck [Sparkle] #55,pokemon-2000-topps-chrome,101.25,184.99,753.53,06/07/2024
Hypno [Spectra] #97,pokemon-2000-topps-chrome,55.54,21.00,82.77,06/07/2024
Bulbasaur [Tekno] #1,pokemon-2000-topps-chrome,215.00,N/A,N/A,06/07/2024
Caterpie [Sparkle] #10,pokemon-2000-topps-chrome,78.00,135.50,477.06,06/07/2024
Caterpie [Spectra] #10,pokemon-2000-topps-chrome,15.79,62.56,98.00,06/07/2024
Voltorb [Spectra] #100,pokemon-2000-topps-chrome,80.00,N/A,202.50,06/07/2024
Voltorb [Tekno] #100,pokemon-2000-topps-chrome,900.00,N/A,549.64,06/07/2024
Electrode [Spectra] #101,pokemon-2000-topps-chrome,42.00,40.00,200.00,06/07/2024
Exeggcute #102,pokemon-2000-topps-chrome,16.51,38.09,46.00,06/07/2024
Exeggcute [Spectra] #102,pokemon-2000-topps-chrome,49.99,N/A,107.55,06/07/2024
Exeggutor [Spectra] #103,pokemon-2000-topps-chrome,64.99,39.61,49.99,06/07/2024
Cubone [Spectra] #104,pokemon-2000-topps-chrome,51.00,N/A,N/A,06/07/2024
Cubone [Tekno] #104,pokemon-2000-topps-chrome,427.00,N/A,N/A,06/07/2024
Marowak [Sparkle] #105,pokemon-2000-topps-chrome,499.95,N/A,N/A,06/07/2024
Marowak [Spectra] #105,pokemon-2000-topps-chrome,19.00,49.00,499.99,06/07/2024
Marowak [Tekno] #105,pokemon-2000-topps-chrome,430.00,N/A,N/A,06/07/2024
Hitmonlee [Sparkle] #106,pokemon-2000-topps-chrome,227.50,N/A,N/A,06/07/2024
Hitmonchan [Sparkle] #107,pokemon-2000-topps-chrome,243.69,N/A,765.00,06/07/2024
Hitmonchan [Spectra] #107,pokemon-2000-topps-chrome,12.07,99.00,160.00,06/07/2024
Lickitung #108,pokemon-2000-topps-chrome,22.71,33.00,54.27,06/07/2024
Lickitung [Spectra] #108,pokemon-2000-topps-chrome,40.50,49.00,N/A,06/07/2024
Koffing [Sparkle] #109,pokemon-2000-topps-chrome,130.50,N/A,N/A,06/07/2024
Koffing [Spectra] #109,pokemon-2000-topps-chrome,49.99,79.99,100.00,06/07/2024
Metapod [Sparkle] #11,pokemon-2000-topps-chrome,17.50,120.00,538.00,06/07/2024
Metapod [Spectra] #11,pokemon-2000-topps-chrome,14.99,61.96,83.00,06/07/2024
Metapod [Tekno] #11,pokemon-2000-topps-chrome,130.00,352.00,422.00,06/07/2024
Weezing [Spectra] #110,pokemon-2000-topps-chrome,30.44,317.45,381.00,06/07/2024
Weezing [Tekno] #110,pokemon-2000-topps-chrome,199.00,N/A,N/A,06/07/2024
Rhyhorn #111,pokemon-2000-topps-chrome,9.25,29.05,45.50,06/07/2024
Rhyhorn [Spectra] #111,pokemon-2000-topps-chrome,31.70,N/A,N/A,06/07/2024
Chansey [Spectra] #113,pokemon-2000-topps-chrome,49.99,82.25,193.75,06/07/2024
Chansey [Tekno] #113,pokemon-2000-topps-chrome,305.00,N/A,N/A,06/07/2024
Tangela [Sparkle] #114,pokemon-2000-topps-chrome,254.99,N/A,N/A,06/07/2024
Tangela [Spectra] #114,pokemon-2000-topps-chrome,43.00,N/A,112.91,06/07/2024
